"","age_categories","administered_date","perc_up_to_date"
"1","0-17",2022-12-31,11.5363215477217
"2","0-17",2023-01-01,11.5375192724802
"3","0-17",2023-02-19,13.6514762502069
"4","0-17",2023-05-30,15.5497066663182
"5","0-17",2023-01-30,13.0628217524238
"6","0-17",2023-01-02,11.5759009067865
"7","0-17",2023-02-21,13.7047477809427
"8","0-17",2023-02-18,13.6461953728626
"9","0-17",2023-02-02,13.1755712058257
"10","0-17",2023-01-04,11.79233521485
"11","0-17",2023-02-22,13.737195233491
"12","0-17",2023-06-03,15.6159354012596
"13","0-17",2023-02-03,13.2291966097856
"14","0-17",2023-01-31,13.099025705351
"15","0-17",2023-01-05,11.8943868084773
"16","0-17",2023-02-20,13.6737702633252
"17","0-17",2023-06-01,15.5882244057108
"18","0-17",2023-02-01,13.1385506223813
"19","0-17",2023-01-03,11.6927335127743
"20","0-17",2023-01-06,12.036099424221
"21","0-17",2023-06-02,15.6092118100017
"22","0-17",2023-03-07,14.0451193804932
"23","0-17",2023-02-25,13.8254185503611
"24","0-17",2023-01-07,12.0982994486111
"25","0-17",2023-02-06,13.292349369779
"26","0-17",2023-03-08,14.0727759340075
"27","0-17",2023-02-26,13.8300461232916
"28","0-17",2023-01-08,12.1199129362985
"29","0-17",2023-06-04,15.6191474812937
"30","0-17",2023-02-04,13.2508645395075
"31","0-17",2023-03-06,14.018959982927
"32","0-17",2023-01-09,12.1773220616545
"33","0-17",2023-05-09,15.2545219553837
"34","0-17",2023-02-08,13.3574076009791
"35","0-17",2023-02-28,13.8831815489412
"36","0-17",2023-01-10,12.2273815123562
"37","0-17",2023-05-10,15.2734133413472
"38","0-17",2023-02-09,13.3913522094755
"39","0-17",2023-03-01,13.9096675987143
"40","0-17",2023-05-31,15.5709935017988
"41","0-17",2023-01-11,12.2851445109363
"42","0-17",2023-02-10,13.4391795367636
"43","0-17",2023-03-02,13.935309796953
"44","0-17",2023-02-17,13.6309788242263
"45","0-17",2023-01-12,12.3394232193099
"46","0-17",2023-02-11,13.4616368759854
"47","0-17",2023-03-03,13.9729836848111
"48","0-17",2023-06-12,15.7480662189354
"49","0-17",2023-01-13,12.4349145477827
"50","0-17",2023-02-12,13.4679249309675
"51","0-17",2023-03-04,13.9883907805681
"52","0-17",2023-06-13,15.7677742354161
"53","0-17",2023-01-14,12.4803464255538
"54","0-17",2023-02-13,13.4995829740159
"55","0-17",2023-02-23,13.7700237802807
"56","0-17",2023-06-14,15.7902315746379
"57","0-17",2023-06-11,15.7277865610927
"58","0-17",2023-02-14,13.5243813207202
"59","0-17",2023-02-24,13.8092492661214
"60","0-17",2023-06-15,15.8108378846874
"61","0-17",2023-02-05,13.2582958772136
"62","0-17",2023-01-16,12.5301608871003
"63","0-17",2023-04-06,14.7408885811099
"64","0-17",2023-06-16,15.8322608252541
"65","0-17",2023-05-17,15.3739677790263
"66","0-17",2023-01-17,12.5710196339753
"67","0-17",2023-04-07,14.7697156383655
"68","0-17",2023-06-17,15.8372422714088
"69","0-17",2023-05-18,15.3916614402314
"70","0-17",2023-01-15,12.4998638949138
"71","0-17",2023-02-27,13.8554161113579
"72","0-17",2023-06-18,15.838984416512
"73","0-17",2023-05-19,15.4140098953842
"74","0-17",2023-01-19,12.6658304370171
"75","0-17",2023-03-10,14.1400935096384
"76","0-17",2023-06-19,15.8560792153378
"77","0-17",2023-05-20,15.4213051280041
"78","0-17",2023-01-20,12.7335835489238
"79","0-17",2023-03-11,14.1546295328438
"80","0-17",2023-06-20,15.8726840358533
"81","0-17",2023-05-21,15.4243266609176
"82","0-17",2023-01-21,12.7617845227829
"83","0-17",2023-03-12,14.1602370623949
"84","0-17",2023-06-21,15.8922287262306
"85","0-17",2023-05-22,15.4416392278813
"86","0-17",2023-01-22,12.7702230381268
"87","0-17",2023-03-13,14.1870497643749
"88","0-17",2023-06-22,15.9102490396425
"89","0-17",2023-05-23,15.4603128457069
"90","0-17",2023-01-23,12.8107006907605
"91","0-17",2023-03-14,14.2133724880445
"92","0-17",2023-06-23,15.9302837083301
"93","0-17",2023-05-24,15.4784964852223
"94","0-17",2023-01-24,12.8506611440667
"95","0-17",2023-03-05,13.9932361216366
"96","0-17",2023-06-24,15.9337135565021
"97","0-17",2023-05-25,15.4952101898067
"98","0-17",2023-01-25,12.8976990618549
"99","0-17",2023-04-05,14.7151374988023
"100","0-17",2023-06-25,15.9359729009329
"101","0-17",2023-05-26,15.518756369718
"102","0-17",2023-01-26,12.9378228412644
"103","0-17",2023-02-15,13.5548144179929
"104","0-17",2023-06-26,15.9507266922762
"105","0-17",2023-05-27,15.5263510335276
"106","0-17",2023-01-27,12.9950141984826
"107","0-17",2023-02-16,13.5854652834035
"108","0-17",2023-03-18,14.3230459664985
"109","0-17",2023-05-28,15.5307880593375
"110","0-17",2023-02-07,13.3236535396033
"111","0-17",2023-03-09,14.1015485492287
"112","0-17",2023-03-29,14.5695050565762
"113","0-17",2023-05-29,15.5316046898546
"114","0-17",2023-01-29,13.0263728103414
"115","0-17",2023-03-20,14.3577527634777
"116","0-17",2023-03-30,14.5959911063492
"117","0-17",2023-06-09,15.7184769731971
"118","0-17",2023-04-30,15.1202134563288
"119","0-17",2023-03-21,14.3845654654576
"120","0-17",2023-03-31,14.6266964137943
"121","0-17",2023-06-10,15.724057281731
"122","0-17",2023-05-01,15.1357294361547
"123","0-17",2023-03-22,14.4125758921961
"124","0-17",2023-04-01,14.6345632877762
"125","0-17",2023-05-05,15.2100700342331
"126","0-17",2023-05-02,15.1526609088771
"127","0-17",2023-03-23,14.4408857501241
"128","0-17",2023-04-02,14.6383742301896
"129","0-17",2023-05-06,15.2201690316286
"130","0-17",2023-05-03,15.1705451172028
"131","0-17",2023-03-24,14.4746125904827
"132","0-17",2023-04-03,14.6630909138422
"133","0-17",2023-05-07,15.2229727964042
"134","0-17",2023-05-04,15.186197202115
"135","0-17",2023-03-15,14.2424989764898
"136","0-17",2023-04-04,14.6872359561328
"137","0-17",2023-05-08,15.2385976602991
"138","0-17",2023-01-18,12.6184114249876
"139","0-17",2023-03-16,14.2717071279867
"140","0-17",2023-04-15,14.9084611632303
"141","0-17",2023-06-05,15.6380660882745
"142","0-17",2023-04-29,15.1188251844496
"143","0-17",2023-03-27,14.5148452539612
"144","0-17",2023-03-17,14.309517120931
"145","0-17",2023-06-06,15.6567124850829
"146","0-17",2023-04-13,14.873046619803
"147","0-17",2023-03-28,14.5401880210103
"148","0-17",2023-04-27,15.0919308194179
"149","0-17",2023-06-07,15.676692711736
"150","0-17",2023-04-14,14.9018192350241
"151","0-17",2023-04-11,14.8245659881011
"152","0-17",2023-04-08,14.779242994399
"153","0-17",2023-06-08,15.6965640543201
"154","0-17",2023-04-25,15.0537669532495
"155","0-17",2023-04-12,14.8485749253055
"156","0-17",2023-04-09,14.7805768242437
"157","0-17",2023-05-13,15.3220300781352
"158","0-17",2023-04-26,15.0733116436268
"159","0-17",2023-04-16,14.91082939173
"160","0-17",2023-04-10,14.8021358698966
"161","0-17",2023-05-14,15.3240172123936
"162","0-17",2023-05-11,15.291188665604
"163","0-17",2023-04-17,14.9290130312454
"164","0-17",2023-04-24,15.0369715856134
"165","0-17",2023-05-15,15.3394243081506
"166","0-17",2023-05-12,15.3148981716187
"167","0-17",2023-04-18,14.9502182036742
"168","0-17",2023-04-28,15.1146331477949
"169","0-17",2023-05-16,15.355675255442
"170","0-17",2023-04-19,14.9694634628618
"171","0-17",2023-03-25,14.4846571458437
"172","0-17",2023-03-19,14.3288712641876
"173","0-17",2023-04-23,15.0200945549255
"174","0-17",2023-04-20,14.9887631640839
"175","0-17",2023-03-26,14.4890397296191
"176","0-17",2023-01-28,13.0190503567042
"177","0-17",2023-04-21,15.0112749453402
"178","0-17",2023-04-22,15.0178352104947
"179","18-49",2023-02-21,16.9927942737017
"180","18-49",2023-02-20,16.9726423451019
"181","18-49",2023-02-22,17.0134812092554
"182","18-49",2023-02-24,17.0607401568566
"183","18-49",2023-01-10,15.8205866068886
"184","18-49",2023-01-05,15.5422715310391
"185","18-49",2023-01-01,15.274114156663
"186","18-49",2023-04-03,17.6127112896647
"187","18-49",2023-02-18,16.952215482373
"188","18-49",2023-01-04,15.4678535498715
"189","18-49",2023-01-02,15.3066232597691
"190","18-49",2023-02-23,17.0353644798034
"191","18-49",2023-02-19,16.9585835512558
"192","18-49",2023-02-26,17.0774071096034
"193","18-49",2023-01-09,15.7691887860462
"194","18-49",2023-06-18,18.2172617170052
"195","18-49",2023-04-02,17.599588757988
"196","18-49",2023-03-07,17.236564247759
"197","18-49",2023-03-30,17.5711962361666
"198","18-49",2023-06-19,18.2242613913198
"199","18-49",2023-06-16,18.2127290192007
"200","18-49",2023-03-08,17.2548436520199
"201","18-49",2023-03-31,17.5894459178189
"202","18-49",2023-06-20,18.2314245399813
"203","18-49",2023-06-17,18.2156789880997
"204","18-49",2023-04-01,17.5960220449615
"205","18-49",2023-04-11,17.7004821527253
"206","18-49",2023-01-03,15.3947210715238
"207","18-49",2023-02-11,16.8236429084197
"208","18-49",2022-12-31,15.2729475442772
"209","18-49",2023-04-12,17.7127130061454
"210","18-49",2023-06-22,18.2467168220825
"211","18-49",2023-02-12,16.8299589627374
"212","18-49",2023-02-09,16.7768000773382
"213","18-49",2023-04-13,17.7245871882628
"214","18-49",2023-06-23,18.2549128313913
"215","18-49",2023-02-13,16.8518422332855
"216","18-49",2023-02-10,16.8089896624024
"217","18-49",2023-04-04,17.6257075002551
"218","18-49",2023-06-24,18.2570825818158
"219","18-49",2023-06-21,18.239130126249
"220","18-49",2023-03-06,17.2187381132787
"221","18-49",2023-04-05,17.6400635201867
"222","18-49",2023-06-25,18.2585835735477
"223","18-49",2023-01-16,16.0730430132959
"224","18-49",2023-04-06,17.6530671614292
"225","18-49",2023-02-25,17.0718192591952
"226","18-49",2023-06-26,18.2641788546081
"227","18-49",2023-01-17,16.1168169850441
"228","18-49",2023-04-07,17.6669550502762
"229","18-49",2023-03-18,17.4086135673751
"230","18-49",2023-04-17,17.7589019398386
"231","18-49",2023-02-07,16.7245180088914
"232","18-49",2023-02-14,16.8696089225487
"233","18-49",2023-02-17,16.940735124819
"234","18-49",2023-04-18,17.7704937571748
"235","18-49",2023-02-08,16.7506664737669
"236","18-49",2023-02-28,17.1175252004994
"237","18-49",2023-04-09,17.6750544611072
"238","18-49",2023-04-19,17.7812979253842
"239","18-49",2023-05-30,18.0955699269322
"240","18-49",2023-03-01,17.137023231711
"241","18-49",2023-04-10,17.6881175475668
"242","18-49",2023-04-20,17.7920872322894
"243","18-49",2023-05-31,18.1050142858003
"244","18-49",2023-03-02,17.1566847372696
"245","18-49",2023-03-22,17.4609699423433
"246","18-49",2023-04-21,17.8047193409249
"247","18-49",2023-06-01,18.1134703679339
"248","18-49",2023-03-03,17.1828406327973
"249","18-49",2023-03-23,17.476343961618
"250","18-49",2023-04-22,17.8092446080773
"251","18-49",2023-06-02,18.1227289604986
"252","18-49",2023-03-04,17.1937191075281
"253","18-49",2023-03-24,17.4959757445681
"254","18-49",2023-04-23,17.8122391608891
"255","18-49",2023-06-03,18.1262585202644
"256","18-49",2023-03-05,17.1993886951099
"257","18-49",2023-04-14,17.7395748136262
"258","18-49",2023-04-24,17.8228947160558
"259","18-49",2023-06-04,18.128435701341
"260","18-49",2023-03-16,17.379485410992
"261","18-49",2023-04-15,17.7452592625122
"262","18-49",2023-04-25,17.8324802573146
"263","18-49",2023-01-06,15.6410174673083
"264","18-49",2023-02-15,16.8916705287481
"265","18-49",2023-03-17,17.4005958937176
"266","18-49",2023-04-16,17.7479863118471
"267","18-49",2023-01-07,15.6854973510097
"268","18-49",2023-02-16,16.9127364275609
"269","18-49",2023-03-28,17.5400246504454
"270","18-49",2023-04-27,17.852453850263
"271","18-49",2023-01-08,15.7085175113349
"272","18-49",2023-02-27,17.0977076512459
"273","18-49",2023-03-29,17.5560228444997
"274","18-49",2023-04-28,17.8645137986839
"275","18-49",2023-06-08,18.1597113161922
"276","18-49",2023-03-10,17.2961803698667
"277","18-49",2023-03-20,17.429954400317
"278","18-49",2023-04-29,17.8667281330212
"279","18-49",2023-06-09,18.1687990037576
"280","18-49",2023-03-11,17.3055132689527
"281","18-49",2023-03-21,17.4450386241583
"282","18-49",2023-04-30,17.8682068327967
"283","18-49",2023-06-10,18.1721873811328
"284","18-49",2023-03-12,17.3107147254497
"285","18-49",2023-01-31,16.5522680616676
"286","18-49",2023-05-01,17.8769972942766
"287","18-49",2023-06-11,18.1737998326469
"288","18-49",2023-03-13,17.3288678086241
"289","18-49",2023-02-01,16.5823919254373
"290","18-49",2023-05-02,17.8863079014062
"291","18-49",2023-06-12,18.1819512580428
"292","18-49",2023-03-14,17.34462822181
"293","18-49",2023-02-02,16.6114754979076
"294","18-49",2023-05-03,17.8967256757045
"295","18-49",2023-06-13,18.1892258664865
"296","18-49",2023-03-15,17.36189705738
"297","18-49",2023-03-25,17.5041940458333
"298","18-49",2023-05-04,17.9065564284838
"299","18-49",2023-06-14,18.1969165914499
"300","18-49",2023-01-25,16.3863193074573
"301","18-49",2023-03-26,17.5084889627694
"302","18-49",2023-05-15,17.9901586956947
"303","18-49",2023-06-15,18.2042952290235
"304","18-49",2023-01-26,16.4205151685989
"305","18-49",2023-03-27,17.52471750704
"306","18-49",2023-04-26,17.8424001779195
"307","18-49",2023-01-20,16.2510962998399
"308","18-49",2023-01-27,16.4621788351398
"309","18-49",2023-05-07,17.9270575977341
"310","18-49",2023-05-17,18.0077247573502
"311","18-49",2023-01-21,16.2715157319166
"312","18-49",2023-03-09,17.2727812462823
"313","18-49",2023-04-08,17.6734940241581
"314","18-49",2023-05-18,18.0161436862232
"315","18-49",2023-01-22,16.2818443383892
"316","18-49",2023-01-19,16.2001368874737
"317","18-49",2023-01-29,16.4893452993583
"318","18-49",2023-02-05,16.6733431076132
"319","18-49",2023-01-23,16.3175114686543
"320","18-49",2023-01-13,15.9980825945222
"321","18-49",2023-01-30,16.5216760668132
"322","18-49",2023-02-06,16.7011263159592
"323","18-49",2023-01-24,16.3503252284981
"324","18-49",2023-02-03,16.648985429903
"325","18-49",2023-01-11,15.8731436094645
"326","18-49",2023-05-11,17.9653180255955
"327","18-49",2023-02-04,16.6650727917829
"328","18-49",2023-05-05,17.9182299829935
"329","18-49",2023-01-12,15.9272090344246
"330","18-49",2023-05-12,17.9765680329332
"331","18-49",2023-05-09,17.9458868702532
"332","18-49",2023-05-06,17.9241001981829
"333","18-49",2023-05-16,17.9984735954377
"334","18-49",2023-05-13,17.9801793298726
"335","18-49",2023-05-10,17.9560074184659
"336","18-49",2023-05-27,18.0824622565598
"337","18-49",2023-01-28,16.4799752470116
"338","18-49",2023-05-14,17.9818958105166
"339","18-49",2023-01-18,16.1585178048457
"340","18-49",2023-03-19,17.4129679295283
"341","18-49",2023-06-05,18.136483097607
"342","18-49",2023-01-15,16.0486630436293
"343","18-49",2023-05-29,18.0858506339349
"344","18-49",2023-05-21,18.0332267554897
"345","18-49",2023-06-06,18.1443967421346
"346","18-49",2023-05-26,18.0784348431007
"347","18-49",2023-05-23,18.0503915619298
"348","18-49",2023-05-22,18.0417942974055
"349","18-49",2023-06-07,18.1524738610092
"350","18-49",2023-05-19,18.0263385409573
"351","18-49",2023-01-14,16.0303167634992
"352","18-49",2023-05-24,18.0597244610158
"353","18-49",2023-05-20,18.0306260272412
"354","18-49",2023-05-08,17.9365688324714
"355","18-49",2023-05-25,18.0679873461939
"356","18-49",2023-05-28,18.0852933350245
"357","50-64",2023-02-28,29.1458056777021
"358","50-64",2023-03-01,29.1758905332828
"359","50-64",2023-02-25,29.0701304491474
"360","50-64",2023-04-06,29.9277723936958
"361","50-64",2023-04-07,29.9483239908998
"362","50-64",2023-02-26,29.0777155374706
"363","50-64",2023-03-31,29.8375497641676
"364","50-64",2023-03-18,29.5792096401842
"365","50-64",2023-02-21,28.9447130097998
"366","50-64",2023-02-17,28.8617081906339
"367","50-64",2023-02-27,29.1116807645514
"368","50-64",2023-03-06,29.3006053539226
"369","50-64",2023-02-22,28.9777041518538
"370","50-64",2023-02-20,28.9116579933178
"371","50-64",2023-02-18,28.8806469585313
"372","50-64",2023-03-30,29.8100997287413
"373","50-64",2023-04-09,29.9591347378362
"374","50-64",2023-03-03,29.2466314622757
"375","50-64",2023-02-19,28.8886791678503
"376","50-64",2023-04-23,30.1517161382096
"377","50-64",2023-04-10,29.9776583219517
"378","50-64",2023-03-04,29.2646600195743
"379","50-64",2023-03-02,29.2070293169253
"380","50-64",2023-04-01,29.8469712422953
"381","50-64",2023-03-29,29.7880311138726
"382","50-64",2023-02-23,29.0124039348564
"383","50-64",2023-04-05,29.9091370293313
"384","50-64",2023-02-08,28.5523643359048
"385","50-64",2023-04-22,30.1476760806396
"386","50-64",2023-03-07,29.3283747614889
"387","50-64",2023-03-17,29.5664187859803
"388","50-64",2023-02-09,28.5937549652387
"389","50-64",2023-01-17,27.5279781971028
"390","50-64",2023-03-08,29.3551541154214
"391","50-64",2023-03-05,29.2719097671506
"392","50-64",2023-04-04,29.8900226067569
"393","50-64",2023-01-05,26.593591127331
"394","50-64",2023-04-21,30.1402666469933
"395","50-64",2023-02-24,29.0526288558796
"396","50-64",2023-04-08,29.9575219085296
"397","50-64",2023-04-02,29.8512987347913
"398","50-64",2023-01-19,27.6658830871214
"399","50-64",2023-03-10,29.4162659743956
"400","50-64",2023-04-19,30.1075789084723
"401","50-64",2023-04-03,29.8713872423924
"402","50-64",2023-01-20,27.7488559690733
"403","50-64",2023-03-11,29.4306696579061
"404","50-64",2023-04-27,30.2094266838936
"405","50-64",2023-01-02,26.2499147675602
"406","50-64",2023-03-12,29.4372327553815
"407","50-64",2023-02-07,28.5117721369206
"408","50-64",2023-03-16,29.5351522534818
"409","50-64",2023-01-03,26.3790528923379
"410","50-64",2023-03-13,29.4626228405054
"411","50-64",2023-04-12,30.0121984188843
"412","50-64",2023-01-16,27.4515045381983
"413","50-64",2023-01-04,26.4888690026503
"414","50-64",2023-03-14,29.4856336031868
"415","50-64",2023-04-13,30.0281350886665
"416","50-64",2023-01-27,28.0862726349016
"417","50-64",2023-04-20,30.1229087711885
"418","50-64",2023-03-15,29.5107841592057
"419","50-64",2023-04-14,30.0495170534343
"420","50-64",2023-04-11,29.9944732651186
"421","50-64",2023-03-09,29.3821410612449
"422","50-64",2023-01-25,27.9661567730767
"423","50-64",2023-04-15,30.0564633974776
"424","50-64",2023-04-25,30.1815135588644
"425","50-64",2023-01-29,28.1290525330442
"426","50-64",2023-02-15,28.778735308682
"427","50-64",2023-03-27,29.7457302739399
"428","50-64",2023-04-16,30.0600723026588
"429","50-64",2023-01-30,28.1781879367713
"430","50-64",2023-02-16,28.8145209569603
"431","50-64",2023-05-17,30.4235657037118
"432","50-64",2023-04-17,30.0763283445808
"433","50-64",2023-04-24,30.1671737497818
"434","50-64",2023-01-18,27.5968348304701
"435","50-64",2023-03-19,29.5851818992007
"436","50-64",2023-04-18,30.0916262700831
"437","50-64",2022-12-31,26.2004440230861
"438","50-64",2023-03-23,29.6785822815211
"439","50-64",2023-03-20,29.6104122982546
"440","50-64",2023-02-12,28.6763126634088
"441","50-64",2023-01-01,26.2029990002055
"442","50-64",2023-03-24,29.7072618996862
"443","50-64",2023-03-21,29.6329759399402
"444","50-64",2023-02-13,28.7136632351727
"445","50-64",2023-02-10,28.6445990099144
"446","50-64",2023-01-21,27.782964913617
"447","50-64",2023-03-22,29.6557950793376
"448","50-64",2023-02-14,28.7448658932432
"449","50-64",2023-02-11,28.6678972075218
"450","50-64",2023-01-22,27.7971450366296
"451","50-64",2023-02-01,28.2778639816412
"452","50-64",2023-02-05,28.4246314485427
"453","50-64",2023-01-26,28.0197953239767
"454","50-64",2023-01-23,27.8557178870914
"455","50-64",2023-04-26,30.1948473457061
"456","50-64",2023-02-06,28.4691519248479
"457","50-64",2023-03-28,29.7667289921398
"458","50-64",2023-01-24,27.9098035589873
"459","50-64",2023-03-25,29.7182962071205
"460","50-64",2023-01-31,28.2294311966219
"461","50-64",2023-01-28,28.1155590601325
"462","50-64",2023-02-04,28.4123515897627
"463","50-64",2023-03-26,29.7231985694683
"464","50-64",2023-05-05,30.3030665953189
"465","50-64",2023-05-09,30.3422056510665
"466","50-64",2023-04-29,30.2308405858754
"467","50-64",2023-05-16,30.4122279927445
"468","50-64",2023-02-02,28.3247158745679
"469","50-64",2023-05-10,30.3556512181572
"470","50-64",2023-04-30,30.232613101252
"471","50-64",2023-05-27,30.5131016831391
"472","50-64",2023-02-03,28.3858437021491
"473","50-64",2023-05-04,30.286363432401
"474","50-64",2023-05-01,30.2454199240629
"475","50-64",2023-04-28,30.2274712097992
"476","50-64",2023-01-15,27.4122696708088
"477","50-64",2023-06-04,30.5653988710514
"478","50-64",2023-05-02,30.2593285807565
"479","50-64",2023-01-09,26.9479185479682
"480","50-64",2023-05-06,30.3118014233458
"481","50-64",2023-05-26,30.5086464417872
"482","50-64",2023-05-03,30.2730296455592
"483","50-64",2023-01-10,27.0324403847987
"484","50-64",2023-05-07,30.3154901715619
"485","50-64",2023-06-06,30.5847528227307
"486","50-64",2023-01-14,27.3879175451397
"487","50-64",2023-01-11,27.1247069960224
"488","50-64",2023-05-08,30.3286163665127
"489","50-64",2023-05-18,30.434871477465
"490","50-64",2023-05-28,30.5159121579704
"491","50-64",2023-01-12,27.2167021409271
"492","50-64",2023-05-12,30.3835004687585
"493","50-64",2023-05-19,30.4476463630619
"494","50-64",2023-01-06,26.7430413202078
"495","50-64",2023-01-13,27.337009626036
"496","50-64",2023-05-13,30.3881313647873
"497","50-64",2023-05-20,30.4527722859077
"498","50-64",2023-01-07,26.8150757063673
"499","50-64",2023-06-16,30.6618492573081
"500","50-64",2023-05-14,30.3900316290199
"501","50-64",2023-05-11,30.3691766282829
"502","50-64",2023-01-08,26.8464699877217
"503","50-64",2023-05-31,30.538108521695
"504","50-64",2023-05-15,30.4008902817772
"505","50-64",2023-06-21,30.6892673555204
"506","50-64",2023-06-18,30.6666558080139
"507","50-64",2023-05-29,30.5165029964293
"508","50-64",2023-06-05,30.575554905101
"509","50-64",2023-06-22,30.6971239101625
"510","50-64",2023-06-19,30.6748157661889
"511","50-64",2023-05-30,30.5274574608286
"512","50-64",2023-06-26,30.7169728886587
"513","50-64",2023-06-23,30.7058268009754
"514","50-64",2023-06-20,30.6820655137652
"515","50-64",2023-05-21,30.4552314513851
"516","50-64",2023-06-13,30.6349421545196
"517","50-64",2023-06-24,30.7085574327718
"518","50-64",2023-05-25,30.4958396189763
"519","50-64",2023-05-22,30.4652437679717
"520","50-64",2023-06-01,30.5482326185306
"521","50-64",2023-06-25,30.7101223562574
"522","50-64",2023-06-15,30.6527471513203
"523","50-64",2023-05-23,30.4758948288381
"524","50-64",2023-06-02,30.5586122130781
"525","50-64",2023-06-09,30.612602073332
"526","50-64",2023-06-07,30.5935036193646
"527","50-64",2023-05-24,30.4859390826387
"528","50-64",2023-06-03,30.562875831146
"529","50-64",2023-06-08,30.6021266671425
"530","50-64",2023-06-17,30.6653463822402
"531","50-64",2023-06-14,30.6434534220485
"532","50-64",2023-06-12,30.6267502591306
"533","50-64",2023-06-10,30.6161630726921
"534","50-64",2023-06-11,30.6180633369247
"535","65+",2023-01-03,41.4589620923422
"536","65+",2023-01-04,41.5810086290729
"537","65+",2023-02-09,44.036201138565
"538","65+",2023-02-16,44.2871804121513
"539","65+",2023-02-10,44.0893856740471
"540","65+",2023-01-21,43.0629223914759
"541","65+",2023-02-07,43.9257597715879
"542","65+",2023-02-14,44.1962965526354
"543","65+",2023-01-01,41.2713917884336
"544","65+",2022-12-31,41.2689274376275
"545","65+",2023-02-08,43.9807794619256
"546","65+",2023-02-28,44.6397223987466
"547","65+",2023-01-24,43.2225459085834
"548","65+",2023-01-23,43.1458364356189
"549","65+",2023-03-04,44.7748072737848
"550","65+",2023-03-01,44.6792743553014
"551","65+",2023-01-02,41.3133731404638
"552","65+",2023-03-08,44.8861924346877
"553","65+",2023-03-05,44.780574903331
"554","65+",2023-03-02,44.7207313773729
"555","65+",2023-02-27,44.5967448197948
"556","65+",2023-02-11,44.1068633393387
"557","65+",2023-01-22,43.0735488119732
"558","65+",2023-03-03,44.7632894923577
"559","65+",2023-01-19,42.9466260066261
"560","65+",2023-02-12,44.1120192505997
"561","65+",2023-03-07,44.8521284650345
"562","65+",2023-02-02,43.7220226272846
"563","65+",2023-01-20,43.0367583265345
"564","65+",2023-02-13,44.1551016955433
"565","65+",2023-02-06,43.871386754866
"566","65+",2023-02-03,43.7862006142351
"567","65+",2023-01-31,43.5955192859045
"568","65+",2023-01-18,42.8592027248379
"569","65+",2023-01-25,43.2964764327666
"570","65+",2023-03-06,44.8169459248027
"571","65+",2023-02-01,43.6599594378344
"572","65+",2023-03-13,44.9960745163755
"573","65+",2023-02-15,44.2411092864429
"574","65+",2023-01-26,43.3677328741601
"575","65+",2023-03-17,45.1085782478571
"576","65+",2023-03-14,45.0220812823293
"577","65+",2023-03-28,45.3243575035462
"578","65+",2023-03-21,45.1737175063986
"579","65+",2023-03-18,45.1177889774657
"580","65+",2023-03-15,45.0488570655559
"581","65+",2023-03-12,44.96606536507
"582","65+",2023-03-09,44.91870089213
"583","65+",2023-02-04,43.8067368709526
"584","65+",2023-03-16,45.0792507254979
"585","65+",2023-01-12,42.4309824475303
"586","65+",2023-03-10,44.9507549302746
"587","65+",2023-03-20,45.1487069673664
"588","65+",2023-02-05,43.8152834492802
"589","65+",2023-01-13,42.5566992939722
"590","65+",2023-03-11,44.9609618868049
"591","65+",2023-01-17,42.7614326651971
"592","65+",2023-05-27,46.4124470339353
"593","65+",2023-01-14,42.5912875935842
